Sparsity,begin,end,freq,label smoothing,accuracy
0.5,20000,76000,2000,0,0.755599975586
0.5,20000,100000,4000,0.1,0.760320007801
0.5,20000,76000,4000,0.1,0.760580003262
0.5,20000,100000,8000,0,0.756020009518
0.5,8000,100000,4000,0.1,0.757239997387
0.5,8000,76000,4000,0.1,0.757040023804
0.5,8000,76000,4000,0,0.75396001339
0.5,20000,76000,2000,0.1,0.759119987488
0.5,40000,68000,2000,0.1,0.763140022755
0.5,8000,68000,4000,0.1,0.756060004234
0.5,40000,100000,2000,0.1,0.765299975872
0.5,20000,68000,8000,0.1,0.760659992695
0.5,8000,76000,8000,0,0.754760026932
0.5,40000,76000,8000,0,0.759660005569
0.5,20000,100000,2000,0,0.757340013981
0.5,40000,100000,8000,0,0.759379982948
0.5,40000,76000,4000,0,0.758220016956
0.5,40000,68000,4000,0,0.75992000103
0.5,20000,68000,2000,0.1,0.759000003338
0.5,8000,76000,2000,0.1,0.758000016212
0.5,40000,100000,4000,0,0.760259985924
0.5,8000,68000,4000,0,0.753459990025
0.5,8000,100000,2000,0,0.755420029163
0.5,40000,76000,2000,0,0.758639991283
0.5,20000,68000,8000,0,0.75584000349
0.5,40000,68000,2000,0,0.759739995003
0.5,20000,100000,2000,0.1,0.760100007057
0.5,20000,68000,4000,0,0.755620002747
0.5,40000,76000,2000,0.1,0.763679981232
0.5,40000,100000,8000,0.1,0.762600004673
0.5,40000,100000,4000,0.1,0.762080013752
0.5,40000,76000,4000,0.1,0.762579977512
0.5,20000,76000,8000,0.1,0.760160028934
0.5,40000,68000,8000,0.1,0.763999998569
0.5,20000,76000,4000,0,0.757359981537
0.5,8000,68000,8000,0,0.752879977226
0.5,8000,76000,8000,0.1,0.756959974766
0.5,8000,100000,8000,0.1,0.758679986
0.5,20000,100000,8000,0.1,0.759620010853
0.5,8000,68000,2000,0,0.753359973431
0.5,40000,68000,4000,0.1,0.763119995594
0.5,40000,68000,8000,0,0.759379982948
0.5,8000,68000,2000,0.1,0.755659997463
0.5,8000,76000,2000,0,0.754119992256
0.5,8000,100000,8000,0,0.758099973202
0.5,40000,100000,2000,0,0.756959974766
0.5,8000,68000,8000,0.1,0.758220016956
0.5,20000,68000,2000,0,0.754540026188
0.5,8000,100000,2000,0.1,0.759259998798
0.5,40000,76000,8000,0.1,0.762059986591
0.5,20000,76000,8000,0,0.756060004234
0.5,20000,68000,4000,0.1,0.758700013161
0.5,8000,100000,4000,0,0.75407999754
0.5,20000,100000,4000,0,0.759039998055
0.7,40000,68000,8000,0,0.755859971046
0.7,8000,68000,2000,0,0.746339976788
0.7,40000,100000,8000,0.1,0.760519981384
0.7,8000,100000,2000,0,0.749180018902
0.7,20000,76000,8000,0.1,0.755859971046
0.7,40000,100000,2000,0.1,0.757780015469
0.7,40000,76000,2000,0.1,0.760240018368
0.7,40000,76000,2000,0,0.754580020905
0.7,8000,76000,2000,0,0.746259987354
0.7,40000,100000,8000,0,0.754279971123
0.7,40000,68000,8000,0.1,0.758979976177
0.7,40000,68000,2000,0.1,0.758759975433
0.7,20000,100000,2000,0.1,0.754920005798
0.7,20000,68000,8000,0,0.751940011978
0.7,20000,100000,8000,0,0.753579974174
0.7,40000,68000,4000,0,0.75595998764
0.7,40000,100000,4000,0,0.757600009441
0.7,20000,76000,8000,0,0.754320025444
0.7,8000,100000,8000,0.1,0.754679977894
0.7,8000,68000,4000,0,0.749140024185
0.7,20000,100000,4000,0,0.755100011826
0.7,8000,76000,2000,0.1,0.749119997025
0.7,20000,68000,8000,0.1,0.753319978714
0.7,8000,76000,8000,0,0.750140011311
0.7,8000,68000,2000,0.1,0.747640013695
0.7,40000,76000,8000,0,0.757000029087
0.7,20000,68000,2000,0.1,0.753319978714
0.7,20000,100000,4000,0.1,0.756299972534
0.7,8000,76000,8000,0.1,0.750440001488
0.7,8000,68000,8000,0.1,0.749639987946
0.7,8000,68000,4000,0.1,0.748480021954
0.7,40000,76000,8000,0.1,0.759700000286
0.7,8000,100000,2000,0.1,0.753600001335
0.7,20000,68000,4000,0,0.75286000967
0.7,20000,68000,2000,0,0.751959979534
0.7,40000,76000,4000,0,0.757139980793
0.7,20000,76000,4000,0,0.752359986305
0.7,40000,76000,4000,0.1,0.759400010109
0.7,40000,100000,2000,0,0.755540013313
0.7,8000,100000,4000,0.1,0.752439975739
0.7,20000,76000,2000,0,0.751420021057
0.7,40000,100000,4000,0.1,0.763800024986
0.7,8000,100000,4000,0,0.751519978046
0.7,8000,76000,4000,0,0.747619986534
0.7,20000,100000,2000,0,0.753440022469
0.7,20000,68000,4000,0.1,0.754960000515
0.7,20000,76000,2000,0.1,0.754400014877
0.7,40000,68000,2000,0,0.755879998207
0.7,8000,68000,8000,0,0.750079989433
0.7,8000,76000,4000,0.1,0.750519990921
0.7,20000,76000,4000,0.1,0.753859996796
0.7,20000,100000,8000,0.1,0.757899999619
0.7,8000,100000,8000,0,0.75135999918
0.7,40000,68000,4000,0.1,0.759220004082
0.8,8000,100000,4000,0.1,0.748799979687
0.8,8000,100000,2000,0,0.745019972324
0.8,8000,68000,4000,0,0.740639984608
0.8,8000,100000,4000,0,0.746999979019
0.8,40000,100000,4000,0,0.749559998512
0.8,8000,100000,8000,0,0.746379971504
0.8,20000,100000,4000,0.1,0.752619981766
0.8,20000,68000,8000,0,0.749220013618
0.8,40000,68000,8000,0.1,0.753120005131
0.8,20000,76000,4000,0.1,0.750680029392
0.8,40000,100000,2000,0,0.750660002232
0.8,40000,100000,4000,0.1,0.753359973431
0.8,8000,68000,8000,0.1,0.744520008564
0.8,40000,68000,2000,0,0.751139998436
0.8,8000,100000,2000,0.1,0.747219979763
0.8,20000,76000,4000,0,0.748239994049
0.8,40000,76000,2000,0,0.753319978714
0.8,20000,68000,2000,0,0.749159991741
0.8,40000,76000,2000,0.1,0.75445997715
0.8,40000,68000,4000,0.1,0.751420021057
0.8,40000,76000,4000,0,0.751299977303
0.8,8000,76000,2000,0,0.742020010948
0.8,20000,68000,2000,0.1,0.747579991817
0.8,20000,100000,8000,0.1,0.753679990768
0.8,8000,68000,2000,0.1,0.741800010204
0.8,8000,100000,8000,0.1,0.749939978123
0.8,40000,76000,4000,0.1,0.754339993
0.8,40000,68000,8000,0,0.752900004387
0.8,8000,76000,4000,0,0.743399977684
0.8,20000,68000,4000,0.1,0.748799979687
0.8,40000,68000,2000,0.1,0.751839995384
0.8,20000,68000,8000,0.1,0.750899970531
0.8,20000,76000,2000,0.1,0.749580025673
0.8,8000,76000,8000,0,0.745079994202
0.8,20000,76000,8000,0.1,0.751060009003
0.8,8000,76000,8000,0.1,0.744840025902
0.8,20000,100000,2000,0.1,0.752420008183
0.8,40000,100000,8000,0.1,0.751600027084
0.8,8000,76000,4000,0.1,0.74430000782
0.8,8000,68000,8000,0,0.744599997997
0.8,40000,68000,4000,0,0.751760005951
0.8,20000,100000,2000,0,0.752240002155
0.8,40000,76000,8000,0.1,0.752759993076
0.8,40000,100000,8000,0,0.749719977379
0.8,8000,68000,4000,0.1,0.743319988251
0.8,8000,68000,2000,0,0.742340028286
0.8,20000,100000,4000,0,0.751900017262
0.8,20000,76000,8000,0,0.750039994717
0.8,8000,76000,2000,0.1,0.742320001125
0.8,40000,76000,8000,0,0.752260029316
0.8,20000,76000,2000,0,0.74739998579
0.8,20000,100000,8000,0,0.748939990997
0.8,20000,68000,4000,0,0.747780025005
0.8,40000,100000,2000,0.1,0.755760014057
0.9,40000,76000,2000,0,0.737420022488
0.9,20000,68000,4000,0,0.733539998531
0.9,8000,100000,8000,0,0.732020020485
0.9,8000,100000,2000,0.1,0.733500003815
0.9,8000,76000,2000,0.1,0.731859982014
0.9,20000,100000,4000,0,0.736599981785
0.9,8000,100000,4000,0,0.731559991837
0.9,20000,76000,4000,0,0.734279990196
0.9,40000,100000,2000,0,0.734759986401
0.9,8000,76000,8000,0.1,0.732800006866
0.9,20000,68000,2000,0,0.736400008202
0.9,20000,68000,2000,0.1,0.733219981194
0.9,40000,100000,8000,0,0.733340024948
0.9,40000,68000,4000,0.1,0.735140025616
0.9,20000,100000,8000,0,0.736360013485
0.9,40000,68000,4000,0,0.736299991608
0.9,20000,68000,4000,0.1,0.734979987144
0.9,20000,100000,4000,0.1,0.736660003662
0.9,8000,68000,8000,0,0.731760025024
0.9,40000,76000,8000,0.1,0.736660003662
0.9,8000,68000,2000,0.1,0.725179970264
0.9,8000,100000,2000,0,0.733659982681
0.9,20000,100000,2000,0,0.735080003738
0.9,40000,76000,4000,0.1,0.736899971962
0.9,8000,76000,4000,0.1,0.731480002403
0.9,20000,100000,8000,0.1,0.734920024872
0.9,20000,76000,8000,0.1,0.73426002264
0.9,40000,100000,2000,0.1,0.734579980373
0.9,20000,76000,2000,0,0.736180007458
0.9,8000,68000,2000,0,0.729480028152
0.9,8000,68000,4000,0.1,0.727140009403
0.9,8000,100000,8000,0.1,0.733099997044
0.9,40000,68000,8000,0,0.735339999199
0.9,20000,100000,2000,0.1,0.734719991684
0.9,8000,68000,4000,0,0.729179978371
0.9,40000,76000,4000,0,0.737460017204
0.9,40000,100000,4000,0.1,0.732940018177
0.9,20000,76000,2000,0.1,0.735660016537
0.9,20000,76000,8000,0,0.735419988632
0.9,40000,68000,2000,0,0.737259984016
0.9,40000,76000,2000,0.1,0.739099979401
0.9,8000,76000,4000,0,0.729200005531
0.9,40000,68000,2000,0.1,0.736720025539
0.9,8000,100000,4000,0.1,0.734080016613
0.9,40000,76000,8000,0,0.736720025539
0.9,8000,76000,8000,0,0.73276001215
0.9,20000,68000,8000,0.1,0.734459996223
0.9,8000,76000,2000,0,0.731419980526
0.9,8000,68000,8000,0.1,0.728120028973
0.9,40000,100000,4000,0,0.731079995632
0.9,40000,100000,8000,0.1,0.730099976063
0.95,20000,100000,4000,0,0.703519999981
0.95,20000,100000,2000,0.1,0.699100017548
0.95,40000,100000,4000,0,0.695280015469
0.95,40000,100000,8000,0.1,0.681879997253
0.95,20000,100000,8000,0.1,0.692600011826
0.95,40000,100000,2000,0.1,0.693159997463
0.95,40000,100000,2000,0,0.695720016956
0.95,8000,100000,4000,0,0.703299999237
0.95,20000,76000,8000,0.1,0.703639984131
0.95,40000,68000,2000,0.1,0.701820015907
0.95,40000,100000,8000,0,0.687439978123
0.95,8000,100000,4000,0.1,0.696940004826
0.95,40000,100000,4000,0.1,0.688799977303
0.95,8000,76000,8000,0.1,0.702400028706
0.95,40000,76000,8000,0.1,0.695819973946
0.95,20000,100000,4000,0.1,0.698939979076
0.95,20000,100000,8000,0,0.701420009136
0.95,20000,68000,2000,0.1,0.704180002213
0.95,40000,68000,4000,0.1,0.700299978256
0.95,40000,68000,2000,0,0.705919981003
0.95,20000,68000,8000,0.1,0.703100025654
0.95,8000,68000,8000,0.1,0.698339998722
0.98,40000,100000,2000,0.1,0.578999996185
