DKL loss begin,DKL loss saturate,DKL loss coeff,label_smoothing,global sparsity,Accuracy
8000,76000,0.00000780538368534,0.1,0.989484429359,0.598779976368
8000,68000,0.00000780538368534,0.1,0.989434599876,0.599259972572
8000,100000,0.00000780538368534,0.1,0.98937857151,0.60663998127
20000,68000,0.00000780538368534,0.1,0.987511396408,0.622720003128
8000,68000,0.00000780538368534,0,0.987619817257,0.624800026417
20000,76000,0.00000780538368534,0.1,0.987586259842,0.625660002232
20000,100000,0.00000780538368534,0.1,0.987121164799,0.629279971123
8000,100000,0.00000780538368534,0,0.987527430058,0.629299998283
20000,68000,0.00000780538368534,0,0.985680937767,0.643499970436
20000,76000,0.00000780538368534,0,0.985648691654,0.645240008831
40000,76000,0.00000780538368534,0.1,0.979074299335,0.652220010757
20000,100000,0.00000780538368534,0,0.985140323639,0.652980029583
40000,100000,0.00000780538368534,0.1,0.978469789028,0.659959971905
40000,100000,0.0000780538368534,0.1,0.974820613861,0.661400020123
8000,68000,7.80538368534e-7,0.1,0.979927003384,0.66754001379
40000,68000,0.00000780538368534,0,0.974252641201,0.670279979706
40000,76000,0.00000780538368534,0,0.97441804409,0.670660018921
8000,76000,7.80538368534e-7,0.1,0.978934824467,0.673560023308
40000,100000,0.00000780538368534,0,0.973634243011,0.673919975758
40000,76000,0.0000780538368534,0.1,0.959381461143,0.674939990044
40000,100000,0.0000780538368534,0,0.969259083271,0.678099989891
20000,68000,7.80538368534e-7,0.1,0.976410090923,0.68032002449
8000,100000,7.80538368534e-7,0.1,0.975898742676,0.681299984455
40000,68000,7.80538368534e-7,0.1,0.970375001431,0.683860003948
20000,76000,7.80538368534e-7,0.1,0.975128829479,0.68466001749
8000,68000,7.80538368534e-7,0,0.976629137993,0.685000002384
8000,76000,7.80538368534e-7,0,0.97543233633,0.687420010567
8000,76000,0.0000780538368534,0.1,0.73582470417,0.689580023289
8000,100000,0.0000780538368534,0.1,0.929877817631,0.689679980278
40000,76000,7.80538368534e-7,0.1,0.968467473984,0.690199971199
8000,76000,3.90269184267e-7,0.1,0.97057133913,0.690959990025
20000,100000,7.80538368534e-7,0.1,0.971398115158,0.691420018673
8000,68000,0.0000780538368534,0.1,0.566737771034,0.692780017853
40000,76000,0.0000780538368534,0,0.949227809906,0.694100022316
20000,100000,0.0000780538368534,0.1,0.945144534111,0.694660007954
20000,68000,7.80538368534e-7,0,0.972663998604,0.694739997387
20000,76000,7.80538368534e-7,0,0.971178412437,0.695540010929
8000,100000,0.0000780538368534,0,0.924682497978,0.695760011673
8000,100000,7.80538368534e-7,0,0.971925675869,0.696900010109
20000,68000,3.90269184267e-7,0.1,0.968122363091,0.696940004826
20000,76000,3.90269184267e-7,0.1,0.966172993183,0.697700023651
8000,100000,3.90269184267e-7,0.1,0.966049790382,0.698220014572
8000,76000,0.0000780538368534,0,0.726035654545,0.698840022087
20000,100000,7.80538368534e-7,0,0.96671885252,0.699079990387
40000,68000,7.80538368534e-7,0,0.964538753033,0.699620008469
8000,68000,0.0000780538368534,0,0.558124482632,0.700779974461
40000,100000,7.80538368534e-7,0.1,0.962556004524,0.700800001621
8000,68000,2.3416151056e-7,0.1,0.963309824467,0.701579988003
40000,68000,3.90269184267e-7,0.1,0.961660206318,0.701979994774
20000,68000,0.0000780538368534,0.1,0.560443222523,0.702319979668
40000,76000,7.80538368534e-7,0,0.962362289429,0.702480018139
20000,100000,0.0000780538368534,0,0.939760625362,0.702679991722
8000,68000,3.90269184267e-7,0,0.96771478653,0.703719973564
8000,76000,3.90269184267e-7,0,0.965948879719,0.704079985619
8000,76000,2.3416151056e-7,0.1,0.961333334446,0.704680025578
20000,100000,3.90269184267e-7,0.1,0.96044665575,0.705219984055
20000,68000,2.3416151056e-7,0.1,0.958977878094,0.705940008163
20000,76000,3.90269184267e-7,0,0.961003959179,0.706560015678
20000,68000,3.90269184267e-7,0,0.963012754917,0.706939995289
20000,76000,0.0000780538368534,0,0.747535288334,0.707379996777
20000,76000,2.3416151056e-7,0.1,0.956354141235,0.709420025349
40000,100000,7.80538368534e-7,0,0.955824136734,0.710600018501
8000,100000,2.3416151056e-7,0.1,0.954183518887,0.712019979954
20000,68000,0.0000780538368534,0,0.549533247948,0.71205997467
8000,68000,2.3416151056e-7,0,0.95738774538,0.713599979877
40000,68000,2.3416151056e-7,0.1,0.95107036829,0.713840007782
40000,68000,3.90269184267e-7,0,0.95480889082,0.714079976082
20000,100000,2.3416151056e-7,0.1,0.947227656841,0.715600013733
20000,68000,2.3416151056e-7,0,0.952321708202,0.716220021248
8000,76000,2.3416151056e-7,0,0.955023109913,0.716260015965
40000,76000,2.3416151056e-7,0.1,0.946593821049,0.717000007629
20000,100000,3.90269184267e-7,0,0.954148054123,0.71714001894
20000,76000,2.3416151056e-7,0,0.949402332306,0.718119978905
40000,76000,3.90269184267e-7,0,0.951522409916,0.718219995499
8000,100000,2.3416151056e-7,0,0.946954190731,0.721580028534
40000,68000,2.3416151056e-7,0,0.943039059639,0.724820017815
40000,76000,2.3416151056e-7,0,0.937889635563,0.725679993629
8000,68000,7.80538368534e-8,0.1,0.922506690025,0.726440012455
20000,100000,2.3416151056e-7,0,0.939109444618,0.726760029793
40000,100000,3.90269184267e-7,0,0.939941108227,0.726859986782
40000,100000,2.3416151056e-7,0.1,0.929183661938,0.728060007095
8000,76000,7.80538368534e-8,0.1,0.917207121849,0.729040026665
40000,68000,0.0000780538368534,0.1,0.512580692768,0.729740023613
20000,68000,7.80538368534e-8,0.1,0.915074527264,0.732060015202
40000,68000,0.0000780538368534,0,0.492543011904,0.732339978218
20000,76000,7.80538368534e-8,0.1,0.908226490021,0.732680022717
8000,68000,7.80538368534e-8,0,0.910239636898,0.734520018101
40000,100000,2.3416151056e-7,0,0.918508112431,0.735759973526
8000,100000,7.80538368534e-8,0.1,0.896479129791,0.736800014973
20000,68000,7.80538368534e-8,0,0.902656316757,0.738420009613
8000,76000,7.80538368534e-8,0,0.904710888863,0.739080011845
40000,68000,7.80538368534e-8,0.1,0.896691083908,0.740000009537
20000,76000,7.80538368534e-8,0,0.895279824734,0.741400003433
20000,100000,7.80538368534e-8,0.1,0.881456971169,0.741760015488
8000,68000,3.90269184267e-8,0.1,0.860441327095,0.742380023003
8000,100000,7.80538368534e-8,0,0.881285071373,0.742420017719
40000,76000,7.80538368534e-8,0.1,0.884241104126,0.743879973888
8000,76000,3.90269184267e-8,0.1,0.850927293301,0.743939995766
40000,68000,7.80538368534e-8,0,0.883026242256,0.745000004768
40000,76000,7.80538368534e-8,0,0.869333148003,0.74603998661
20000,76000,3.90269184267e-8,0.1,0.837472975254,0.746580004692
20000,100000,7.80538368534e-8,0,0.864837348461,0.746919989586
8000,68000,3.90269184267e-8,0,0.84008204937,0.747380018234
20000,68000,3.90269184267e-8,0.1,0.849441349506,0.747839987278
40000,100000,7.80538368534e-8,0.1,0.837653815746,0.749599993229
40000,68000,3.90269184267e-8,0.1,0.82183599472,0.750060021877
8000,76000,3.90269184267e-8,0,0.82966786623,0.751119971275
20000,68000,3.90269184267e-8,0,0.828857898712,0.75161999464
8000,100000,3.90269184267e-8,0.1,0.81158977747,0.751699984074
8000,68000,2.3416151056e-8,0.1,0.781557261944,0.752120018005
20000,76000,3.90269184267e-8,0,0.815993666649,0.752460002899
40000,68000,3.90269184267e-8,0,0.800343930721,0.752820014954
40000,76000,3.90269184267e-8,0.1,0.803003847599,0.754559993744
20000,68000,2.3416151056e-8,0.1,0.769956886768,0.754760026932
8000,76000,2.3416151056e-8,0.1,0.768224239349,0.755039989948
20000,100000,3.90269184267e-8,0,0.763694047928,0.755180001259
8000,100000,3.90269184267e-8,0,0.786679983139,0.755219995975
20000,76000,2.3416151056e-8,0,0.723699271679,0.755320012569
8000,76000,2.3416151056e-8,0,0.738614916801,0.75558000803
40000,68000,2.3416151056e-8,0.1,0.738289058208,0.756219983101
8000,100000,2.3416151056e-8,0.1,0.713218748569,0.756340026855
20000,68000,2.3416151056e-8,0,0.740478754044,0.75731998682
8000,68000,2.3416151056e-8,0,0.753562867641,0.757399976254
20000,76000,2.3416151056e-8,0.1,0.753286480904,0.757740020752
40000,68000,2.3416151056e-8,0,0.71026134491,0.758360028267
20000,100000,2.3416151056e-8,0,0.654980480671,0.758400022984
20000,100000,2.3416151056e-8,0.1,0.689545154572,0.758580029011
40000,100000,3.90269184267e-8,0.1,0.729848146439,0.758920013905
40000,76000,2.3416151056e-8,0,0.685150146484,0.759880006313
40000,76000,2.3416151056e-8,0.1,0.714638411999,0.759880006313
8000,100000,2.3416151056e-8,0,0.68155670166,0.760240018368
20000,68000,7.80538368534e-9,0,0.450854212046,0.761600017548
40000,100000,2.3416151056e-8,0,0.590570807457,0.762080013752
40000,100000,3.90269184267e-8,0,0.703392326832,0.762139976025
40000,76000,7.80538368534e-9,0,0.412227779627,0.762199997902
20000,100000,0,0,0.0258094575256,0.762839972973
40000,76000,0,0,0.0258243530989,0.763000011444
20000,100000,7.80538368534e-9,0.1,0.406589657068,0.763180017471
40000,100000,2.3416151056e-8,0.1,0.624908030033,0.763239979744
20000,68000,7.80538368534e-9,0.1,0.492942720652,0.763360023499
8000,68000,0,0,0.0258343890309,0.763520002365
20000,100000,7.80538368534e-9,0,0.371019750834,0.763580024242
20000,68000,0,0,0.0258572623134,0.764199972153
40000,100000,0,0,0.0257832389325,0.764360010624
8000,100000,7.80538368534e-9,0.1,0.424636751413,0.764360010624
40000,68000,0,0,0.0257873628289,0.764540016651
8000,100000,7.80538368534e-9,0,0.387279927731,0.764559984207
20000,76000,0,0,0.025919675827,0.764699995518
40000,100000,0,0.1,0.0278673116118,0.764739990234
8000,100000,0,0.1,0.0278961956501,0.764900028706
20000,76000,7.80538368534e-9,0.1,0.475636065006,0.764940023422
8000,68000,0,0.1,0.027806520462,0.765259981155
20000,68000,0,0.1,0.0278982706368,0.765259981155
8000,68000,7.80538368534e-9,0.1,0.50044721365,0.765479981899
20000,100000,0,0.1,0.0277910940349,0.765559971333
40000,76000,0,0.1,0.0278840679675,0.765579998493
8000,100000,0,0,0.0259275659919,0.76573997736
20000,76000,0,0.1,0.0278149396181,0.76587998867
40000,100000,7.80538368534e-9,0.1,0.363803833723,0.766040027142
40000,68000,0,0.1,0.0277512222528,0.766200006008
8000,76000,0,0.1,0.0277257449925,0.76723998785
